arxiv_id,hf_paper_title,idea_github_url
2606.03988,Imaginative Perception Tokens Enhance Spatial Reasoning in M,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/OCMIC%20%20Occlusion-Consistent%20Multi-Interpretation%20Consensus%20for%20Robust%20Spatial%20Reasoning.md
2606.03988,Imaginative Perception Tokens Enhance Spatial Reasoning in M,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/TGSR%20%20A%20Benchmark%20and%20Training%20Framework%20for%20Compositional%20Spatial%20Reasoning%20in%20Dynamic%203D%20Environme.md
2606.07502,Your UnEmbedding Matrix is Secretly a Feature Lens for Text ,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/CIRO%20%20Contractive%20Iterative%20Refinement%20Operator%20for%20Provably%20Convergent%20Text%20Embeddings.md
2606.07502,Your UnEmbedding Matrix is Secretly a Feature Lens for Text ,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/Distributional%20Consistency%20Verification%20for%20LLM-Based%20Text%20Cluster%20Refinement.md
2606.07502,Your UnEmbedding Matrix is Secretly a Feature Lens for Text ,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/PSR-Embed%20%20Parallel%20Subspace%20Refinement%20for%20Constant-Cost%20Text%20Embeddings.md
2606.07591,ResearchClawBench: A Benchmark for End-to-End Autonomous Sci,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/Compositional%20Graph-based%20Evaluation%20for%20Cross-Domain%20Research%20Quality.md
2606.07591,ResearchClawBench: A Benchmark for End-to-End Autonomous Sci,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/Principle-based%20Novelty%20Score%20%20PNS%20%20%20A%20Reference-Free%20Metric%20for%20Radical%20Scientific%20Ideas.md
2606.07591,ResearchClawBench: A Benchmark for End-to-End Autonomous Sci,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/Gradient-Aligned%20Operator%20Synthesis%20for%20Adaptive%20Search%20in%20Machine%20Learning%20Tasks.md
2606.05563,SoCRATES: Towards Reliable Automated Evaluation of Proactive,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/Self-Consistency%20Verification%20for%20LLM%20Output%20Correction.md
2606.05563,SoCRATES: Towards Reliable Automated Evaluation of Proactive,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/Meta-Pairwise%20Calibration%20for%20Domain-Adaptable%20LLM%20Action%20Scoring.md
2606.04525,GENEB: Why Genomic Models Are Hard to Compare,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/Monotonic%20Embedding%20Calibration%20for%20Reliable%20Genomic%20Predictions%20Under%20Covariate%20Shift.md
2606.07229,MMAE: A Massive Multitask Audio Editing Benchmark,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/ContraEdit%20%20Domain-Agnostic%20Audio%20Editing%20via%20Contrastive%20Residual%20Consistency.md
2606.07229,MMAE: A Massive Multitask Audio Editing Benchmark,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/Adaptive%20Edit%20Modulation%20for%20Inversion-Free%20Audio%20Editing%20Across%20Large%20Semantic%20Gaps.md
2606.07326,AnchorWorld: Embodied Egocentric World Simulation with View-,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/Flow-Factorized%20World%20Models%20%20Temporal%20Consistency%20via%20Optical%20Flow%20Supervision%20and%20Scene%20Decomposit.md
2606.07326,AnchorWorld: Embodied Egocentric World Simulation with View-,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/Zero-Shot%20Embodiment%20Adaptation%20for%20Video%20World%20Models%20via%20Hypernetwork%20Modulation%20of%20Diffusion%20Time.md
2606.06556,Robots Need More than VLA and World Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/3D-OKL%20%203D%20Object-centric%20Keypoint%20Learning%20for%20Viewpoint-%20and%20Task-Invariant%20Imitation.md
2606.06556,Robots Need More than VLA and World Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/Kinematic%20Warp%20Fields%20%20Lifting%202D%20Motion%20Tracks%20to%203D%20without%20Multi-View%20Calibration.md
2606.06556,Robots Need More than VLA and World Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/Temporal%20Keypoint%20Flow%20Network%20for%20Occlusion-Robust%20Keypoint%20Detection.md
2606.06741,OpenSkill: Open-World Self-Evolution for LLM Agents,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/CEDA%20%20Consensus-Driven%20Evolution%20through%20Agent%20Agreement%20for%20Autonomous%20Self-Evolving%20Systems.md
2606.06741,OpenSkill: Open-World Self-Evolution for LLM Agents,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-08/Consensus-Weighted%20Dual-Pool%20Memory%20for%20Intrinsic%20Multi-Agent%20Self-Evolution.md
