arxiv_id,idea_title,idea_github_url
2606.27608,Attribute Basis Reward: Compositional Reward Functions for Zero-Shot RL Fine-Tuning of Diffusion Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Attribute%20Basis%20Reward%20Compositional%20Reward%20Functions%20for%20Ze.md
2606.27378,Axiom-Based Temporal Stability Audit for RL-Trained Soft Token Representations,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Axiom-Based%20Temporal%20Stability%20Audit%20for%20RL-Trained%20Soft%20Tok.md
2606.27378,Causal Necessity Testing for Per-Token Latent Thoughts in Language Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Causal%20Necessity%20Testing%20for%20Per-Token%20Latent%20Thoughts%20in%20La.md
2606.18112,CBF-MemoryODE: Embedding Control Barrier Functions into Neural ODE Latent Dynamics for Unified Memory and Safety in Visual Navigation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/CBF-MemoryODE%20Embedding%20Control%20Barrier%20Functions%20into%20Neura.md
2606.24893,Compositional Latent Memory Agents for Long-Horizon Reasoning in Open-Ended Environments,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Compositional%20Latent%20Memory%20Agents%20for%20Long-Horizon%20Reasonin.md
2606.27974,Cross-Consistency Reward for Tool-Use Policy Learning from Weak Multimodal Signals,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Cross-Consistency%20Reward%20for%20Tool-Use%20Policy%20Learning%20from%20W.md
2511.07397,Deadline-Aware Conversational Infill: Bounded-Latency Knowledge Distillation for Responsive Voice Agents,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Deadline-Aware%20Conversational%20Infill%20Bounded-Latency%20Knowled.md
2606.20905,DIGEM: Differentiable Geometric Memory for Explicit Occlusion and Dynamic Object Modeling in Embodied Reasoning,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/DIGEM%20Differentiable%20Geometric%20Memory%20for%20Explicit%20Occlusion.md
2606.17846,Embodiment-Invariant Policy Learning via Differentiable Inverse Kinematics and Domain Randomization,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Embodiment-Invariant%20Policy%20Learning%20via%20Differentiable%20Inve.md
2606.28057,FactorGraphHash: Parallel Decoding of Hash-Based Language Models via Learned Factor Graphs and Belief Propagation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/FactorGraphHash%20Parallel%20Decoding%20of%20Hash-Based%20Language%20Mod.md
2606.28057,HashDiff: Parallel Generation via Diffusion over Hash Encoded Sequences,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/HashDiff%20Parallel%20Generation%20via%20Diffusion%20over%20Hash%20Encoded.md
2606.28057,Hierarchical Perfect Hash Encoding for Collision-Free Token Representations in Language Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Hierarchical%20Perfect%20Hash%20Encoding%20for%20Collision-Free%20Token%20.md
