arxiv_id,idea_title,idea_github_url
2606.31537,BADE: Bias-Aware Data Evolution for Balanced Text-Rich Image Generation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/BADE%20Bias-Aware%20Data%20Evolution%20for%20Balanced%20Text-Rich%20Image%20.md
2606.31315,Bayesian Adaptive Block Size Selection for Diffusion-Based Speculative Decoding,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/Bayesian%20Adaptive%20Block%20Size%20Selection%20for%20Diffusion-Based%20S.md
2606.29985,Causal Step Ablation Diversity: Unsupervised Measurement of Strategic Variation in Mathematical Reasoning,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/Causal%20Step%20Ablation%20Diversity%20Unsupervised%20Measurement%20of%20S.md
2606.29985,Causal Step Intervention (CSI): Unsupervised Approach-Level Diversity via Counterfactual Reasoning Step Swaps,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/Causal%20Step%20Intervention%20CSI%20Unsupervised%20Approach-Level%20Div.md
2606.29985,Combinatorial Operator Composition for Ex Nihilo Generation of Diverse Mathematical Reasoning Strategies,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/Combinatorial%20Operator%20Composition%20for%20Ex%20Nihilo%20Generation%20.md
2606.29215,Dynamic Block Buffer Expansion via Recurrent Latent Memory for Unbounded-Length Generation in Multi-Block Diffusion LMs,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/Dynamic%20Block%20Buffer%20Expansion%20via%20Recurrent%20Latent%20Memory%20f.md
2606.31315,Entropy-Guided Adaptive Block Size Selection for Speculative Decoding,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/Entropy-Guided%20Adaptive%20Block%20Size%20Selection%20for%20Speculative.md
2606.31537,Explora: A Knowledge-Aware Exploration Agent for Broader Coverage in Text-Rich Image Generation Data Construction,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/Explora%20A%20Knowledge-Aware%20Exploration%20Agent%20for%20Broader%20Cove.md
2606.32039,FECAL: Factorized Energy-Based Correction for Autoregressive Image Generation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/FECAL%20Factorized%20Energy-Based%20Correction%20for%20Autoregressive%20.md
2606.08671,Formally-Guaranteed Skill Evolution via Property Certificate Verification,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/Formally-Guaranteed%20Skill%20Evolution%20via%20Property%20Certificate.md
2606.19297,Interactive Multi-Step Embodied Reasoning Benchmark (IMERB),https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/Interactive%20Multi-Step%20Embodied%20Reasoning%20Benchmark%20IMERB.md
2606.31734,Invertible Latent Memory for Lossless Temporal Compression in Video World Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/Invertible%20Latent%20Memory%20for%20Lossless%20Temporal%20Compression%20i.md
2606.19297,IPRE: Evaluating Vision-Language-Action Models' Robustness to Irrelevant Context in Instructions,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/IPRE%20Evaluating%20Vision-Language-Action%20Models%20Robustness%20to%20.md
2606.23127,IterativeRefine: A Multi-Round Evaluation Protocol for Procedural Memory in LLM Agents,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/IterativeRefine%20A%20Multi-Round%20Evaluation%20Protocol%20for%20Proced.md
2606.19297,Jointly Evaluating Visual Representation Alignment and Knowledge Retention in Vision-Language-Action Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/Jointly%20Evaluating%20Visual%20Representation%20Alignment%20and%20Knowl.md
2606.19297,MART: A Multi-Step Benchmark for Evaluating Knowledge Chaining in Vision-Language-Action Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/MART%20A%20Multi-Step%20Benchmark%20for%20Evaluating%20Knowledge%20Chainin.md
2606.31537,MetaEvolver: Self-Evolving Multi-Agent Data Construction with Adaptive Quality Assurance,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/MetaEvolver%20Self-Evolving%20Multi-Agent%20Data%20Construction%20with.md
2606.23127,PCDIR: Procedural Contradiction-Driven Iterative Refinement for Agent Self-Correction,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/PCDIR%20Procedural%20Contradiction-Driven%20Iterative%20Refinement%20f.md
2606.31537,RealFilter: Closing the Real-World Fidelity Gap in Synthetic Data Generation for Text-Rich Images,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/RealFilter%20Closing%20the%20Real-World%20Fidelity%20Gap%20in%20Synthetic%20.md
2606.23127,Reciprocal Alignment Verification for Robust Multi-Round Procedural Memory Refinement,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/Reciprocal%20Alignment%20Verification%20for%20Robust%20Multi-Round%20Pro.md
2606.29215,Recurrent Latent Context Diffusion: Indefinite-Length Generation with Parallel Block Denoising,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-01/Recurrent%20Latent%20Context%20Diffusion%20Indefinite-Length%20Generat.md
