arxiv_id,idea_title,idea_github_url
2607.02271,AdaSoft: Difficulty-Adaptive Label Softening for Mixup Augmentation in Biometric Recognition,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/AdaSoft%20Difficulty-Adaptive%20Label%20Softening%20for%20Mixup%20Augmen.md
2607.01002,AELOCOS: Attention Entropy-Guided Contrastive Scoring for Position-Agnostic Head Attribution,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/AELOCOS%20Attention%20Entropy-Guided%20Contrastive%20Scoring%20for%20Pos.md
2607.01002,AutoLOCOS: Automatic Needle Discovery for Logit-Contribution Scoring in Multi-Task Long-Context Settings,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/AutoLOCOS%20Automatic%20Needle%20Discovery%20for%20Logit-Contribution%20.md
2606.31825,Causal Self-Intervention for Intrinsic Reward in Medical VQA Reasoning,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/Causal%20Self-Intervention%20for%20Intrinsic%20Reward%20in%20Medical%20VQA.md
2607.02271,Channel-Adaptive Randomized Quantization for Robust Biometric Augmentation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/Channel-Adaptive%20Randomized%20Quantization%20for%20Robust%20Biometri.md
2607.01642,Commuting Denoising Downsampling: Intrinsically Scale-Equivariant Diffusion without External Super-Resolution,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/Commuting%20Denoising%20Downsampling%20Intrinsically%20Scale-Equivar.md
2607.02512,Composer: A Hypernetwork for Online Merging of Multiple LoRA Adapters,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/Composer%20A%20Hypernetwork%20for%20Online%20Merging%20of%20Multiple%20LoRA%20.md
2606.31825,Consistency-Driven Policy Optimization for Self-Supervised Medical Visual Question Answering,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/Consistency-Driven%20Policy%20Optimization%20for%20Self-Supervised%20M.md
2607.02291,CopulaReward: Reference-Free Distribution-Wise Reward Estimation via Empirical Copula Statistics for Fine-Tuning Generative Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/CopulaReward%20Reference-Free%20Distribution-Wise%20Reward%20Estimat.md
2607.01647,CQSB: A Compositional Query Structure Benchmark for Data Agent Generalization,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/CQSB%20A%20Compositional%20Query%20Structure%20Benchmark%20for%20Data%20Agen.md
2607.01002,DACS: Dynamic Attention-based Contrastive Scoring for Task-Agnostic Identification of Non-Literal Retrieval Heads,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/DACS%20Dynamic%20Attention-based%20Contrastive%20Scoring%20for%20Task-Ag.md
2607.01874,Debate2Rubric: Cross-Validated Rubric Generation via Adversarial Debate Between Two LLM Judges,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/Debate2Rubric%20Cross-Validated%20Rubric%20Generation%20via%20Adversar.md
2606.30562,DynaGate: Input-Dependent Dynamic Gating for Layer-Wise Hybrid Attention via Attention Density Monotonicity,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/DynaGate%20Input-Dependent%20Dynamic%20Gating%20for%20Layer-Wise%20Hybri.md
2607.02255,Dynamic Memory Probe Synthesis via Information Flow Graphs,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/Dynamic%20Memory%20Probe%20Synthesis%20via%20Information%20Flow%20Graphs.md
2606.30562,DyRA: Dynamic Rank-Adaptive Attention Routing via Online Rank Estimation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/DyRA%20Dynamic%20Rank-Adaptive%20Attention%20Routing%20via%20Online%20Rank.md
2607.02271,Gradient-Regularized Adversarial Mixup for Stabilized Data Augmentation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-07-03/Gradient-Regularized%20Adversarial%20Mixup%20for%20Stabilized%20Data%20A.md
