arxiv_id,idea_title,idea_github_url
2606.30634,Adaptive Per-Layer Normalization for Asynchronous Pipeline Parallelism,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Adaptive%20Per-Layer%20Normalization%20for%20Asynchronous%20Pipeline%20P.md
2502.16886,Bounded-Attention Compression: Theoretical Error Guarantees for Dynamic KV Cache Pruning,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Bounded-Attention%20Compression%20Theoretical%20Error%20Guarantees%20f.md
2606.29445,Causal Frame Ordering via Inverse Dynamics for Sparse Keyframe VideoQA,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Causal%20Frame%20Ordering%20via%20Inverse%20Dynamics%20for%20Sparse%20Keyfra.md
2606.30616,Consistency-Rewarded Teacher Training for MoE Agents,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Consistency-Rewarded%20Teacher%20Training%20for%20MoE%20Agents.md
2606.30616,Continual Domain Adaptation for Mixture-of-Experts Agents via Expert Augmentation and Replay,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Continual%20Domain%20Adaptation%20for%20Mixture-of-Experts%20Agents%20vi.md
2606.25621,Continuous Latency Adaptation for Real-Time Speech Enhancement via Differentiable Time Warping,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Continuous%20Latency%20Adaptation%20for%20Real-Time%20Speech%20Enhanceme.md
2606.30616,Domain-Adversarial Routing for Generalizable MoE Agents,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Domain-Adversarial%20Routing%20for%20Generalizable%20MoE%20Agents.md
2606.26740,Dual-Cache Consistency Voting for Stable Streaming Video Editing Under Fast Motion,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Dual-Cache%20Consistency%20Voting%20for%20Stable%20Streaming%20Video%20Edi.md
2606.29445,EVADE: Event-Driven Adversarial Domain-Adaptive Keyframe Extraction for Unseen Video Domains,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/EVADE%20Event-Driven%20Adversarial%20Domain-Adaptive%20Keyframe%20Extr.md
2502.16886,FARIS: Feedback-Aware Recursive Importance Scoring for Dynamic KV Cache Compression,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/FARIS%20Feedback-Aware%20Recursive%20Importance%20Scoring%20for%20Dynami.md
2606.28733,Geometric Abstention: Adaptive Stopping via Hidden-State Contraction in Tool-Using Agents,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Geometric%20Abstention%20Adaptive%20Stopping%20via%20Hidden-State%20Cont.md
2606.26740,GradCache: Motion-Adaptive Cache Invalidation for Real-Time Causal Streaming Video Editing,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/GradCache%20Motion-Adaptive%20Cache%20Invalidation%20for%20Real-Time%20C.md
2606.30616,Human-Preference Reward Modeling for Unbiased Agent Training,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Human-Preference%20Reward%20Modeling%20for%20Unbiased%20Agent%20Training.md
2606.26740,Motion-Aware Cache Scoring for Causal Streaming Video Editing via Distilled Temporal Coherence,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Motion-Aware%20Cache%20Scoring%20for%20Causal%20Streaming%20Video%20Editin.md
2606.24143,Multi-Teacher Off-Policy Distillation with Universal f-Divergence Correction,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Multi-Teacher%20Off-Policy%20Distillation%20with%20Universal%20f-Diver.md
,Online Goal Belief Abstention: Dynamic Abstention via Bayesian Goal Inference,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Online%20Goal%20Belief%20Abstention%20Dynamic%20Abstention%20via%20Bayesia.md
2502.16886,Provably Sufficient Token Selection for KV Cache Compression via Determinantal Point Processes,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Provably%20Sufficient%20Token%20Selection%20for%20KV%20Cache%20Compression.md
2606.25621,Signal-Adaptive Early Exit via Confidence-Weighted Branch Aggregation for Multi-Latency Speech Enhancement,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Signal-Adaptive%20Early%20Exit%20via%20Confidence-Weighted%20Branch%20Ag.md
2606.30634,Staleness-Adaptive Error Feedback for Asynchronous Pipeline Parallelism with Multi-Step Gradient Delay,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Staleness-Adaptive%20Error%20Feedback%20for%20Asynchronous%20Pipeline%20.md
2606.29445,Temporal Path Keyframe Extraction via Coherence-Aware Dynamic Programming,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/Temporal%20Path%20Keyframe%20Extraction%20via%20Coherence-Aware%20Dynami.md
2606.30634,The Cost of Compensation: A Hardware-Efficiency Analysis of Asynchronous Pipeline Parallelism with Error Feedback,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/The%20Cost%20of%20Compensation%20A%20Hardware-Efficiency%20Analysis%20of%20A.md
,VERA: Verifier-Augmented Reinforcement Abstention with Mutual Information Regularization,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-30/VERA%20Verifier-Augmented%20Reinforcement%20Abstention%20with%20Mutual.md
