arxiv_id,hf_paper_title,idea_github_url
2606.11075,"Fidelity-Adaptive Reward Backpropagation via Lipschitz-Based Gradient Truncation for Flow Matching","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Fidelity-Adaptive%20Reward%20Backpropagation%20via%20Lipschitz-Based.md"
2606.18648,"Self-Consistent Knowledge Distillation for Autonomous Knowledge Acquisition in Scientific Reasoning Agents","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Self-Consistent%20Knowledge%20Distillation%20for%20Autonomous%20Knowle.md"
2606.18648,"Forward Adaptive Reasoning with Hebbian Embedding Updates for Dynamic Knowledge Integration","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Forward%20Adaptive%20Reasoning%20with%20Hebbian%20Embedding%20Updates%20fo.md"
2606.20097,"Spectral Head Selection: Principled Hybridization of Full and Linear Attention via Effective Rank","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Spectral%20Head%20Selection%20Principled%20Hybridization%20of%20Full%20and.md"
2606.20097,"SVHead: Singular Value Spectrum-Based Head Selection for Hybrid Attention","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/SVHead%20Singular%20Value%20Spectrum-Based%20Head%20Selection%20for%20Hybr.md"
2606.21139,"Group-consistent Latent Action Learning from Raw Video via Compositional Invariance","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Group-consistent%20Latent%20Action%20Learning%20from%20Raw%20Video%20via%20C.md"
2606.21139,"Learning Progress-Scaled Latent Actions for Non-Monotonic Dynamics","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Learning%20Progress-Scaled%20Latent%20Actions%20for%20Non-Monotonic%20Dy.md"
2606.21337,"Streaming Orthonormal Anchor Induction via Online Randomized SVD for Domain-Agnostic Multimodal Data Curation","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Streaming%20Orthonormal%20Anchor%20Induction%20via%20Online%20Randomized.md"
2606.21337,"Learning Adaptive Anchors for Multimodal Curation via Cross-Modal Information Gain","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Learning%20Adaptive%20Anchors%20for%20Multimodal%20Curation%20via%20Cross-.md"
2606.21649,"CoGMem: Coherence-Gated Latent Memory for Noise-Robust Long-Context Retrieval","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/CoGMem%20Coherence-Gated%20Latent%20Memory%20for%20Noise-Robust%20Long-C.md"
2606.21649,"OrthoMem: Interference-Free Online Latent Memory via Orthogonal Gradient Projection","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/OrthoMem%20Interference-Free%20Online%20Latent%20Memory%20via%20Orthogon.md"
2606.21906,"Cross-Paraphrase Invariance for Causal Layer Selection in Language Model Decoding","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Cross-Paraphrase%20Invariance%20for%20Causal%20Layer%20Selection%20in%20La.md"
2606.21906,"Consistency-Guided Multi-Layer Decoding for Compositional Reasoning","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Consistency-Guided%20Multi-Layer%20Decoding%20for%20Compositional%20Re.md"
2606.21906,"Layer Agreement Score: A Training-Free Signal for Layer Selection in Language Model Decoding","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Layer%20Agreement%20Score%20A%20Training-Free%20Signal%20for%20Layer%20Selec.md"
2606.23050,"Spatially Symmetric Attention for Mixed-Content Document Parsing","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Spatially%20Symmetric%20Attention%20for%20Mixed-Content%20Document%20Par.md"
2606.23050,"GC-KV: Global Context Injection via Fixed Cache Gating for Sliding Window Attention in OCR","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/GC-KV%20Global%20Context%20Injection%20via%20Fixed%20Cache%20Gating%20for%20Sl.md"
2606.23085,"CoRe: Adversarial Coverage Training for Causally Sufficient Failure Detection in Robotics","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/CoRe%20Adversarial%20Coverage%20Training%20for%20Causally%20Sufficient%20F.md"
2606.23085,"LINDY: Unsupervised Failure Detection via Latent Linear Dynamics","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/LINDY%20Unsupervised%20Failure%20Detection%20via%20Latent%20Linear%20Dynam.md"
2606.23085,"Adversarial Latent Coverage for Failure Detection via World Model Uncertainty","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Adversarial%20Latent%20Coverage%20for%20Failure%20Detection%20via%20World%20.md"
2606.23525,"Fingerprint-Verified Compaction for Faithful Context Management in Language Agents","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/Fingerprint-Verified%20Compaction%20for%20Faithful%20Context%20Managem.md"
2606.23525,"STOCHASTIC COMPACTION WITH CONCENTRATION BOUNDS FOR ROBUST LANGUAGE MODEL AGENT MEMORY","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-23/STOCHASTIC%20COMPACTION%20WITH%20CONCENTRATION%20BOUNDS%20FOR%20ROBUST%20L.md"
