arxiv_id,idea_title,idea_github_url
2606.24775,AdaMem: Adaptive Memory Utility-Based Segmentation and Replacement for Agent Memory Systems,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/AdaMem%20Adaptive%20Memory%20Utility-Based%20Segmentation%20and%20Replac.md
2606.25041,Asynchronous Block Fusion: Relaxing the Single-Sequence Assumption for Real-Time Multimodal Streaming,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Asynchronous%20Block%20Fusion%20Relaxing%20the%20Single-Sequence%20Assum.md
2606.25473,Bidirectional Consistency Models for Temporally Coherent Autoregressive Video Generation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Bidirectional%20Consistency%20Models%20for%20Temporally%20Coherent%20Aut.md
2606.25041,Camera-Aware Block-Causal Attention for Streaming Interactive Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Camera-Aware%20Block-Causal%20Attention%20for%20Streaming%20Interactiv.md
2606.22565,Causal Stepwise Verification: Measuring Faithfulness in Multimodal Chain-of-Thought Reasoning,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Causal%20Stepwise%20Verification%20Measuring%20Faithfulness%20in%20Multi.md
2606.25331,Confidence-Cued Single-Pass Diffusion for Masked Language Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Confidence-Cued%20Single-Pass%20Diffusion%20for%20Masked%20Language%20Mo.md
2606.26058,Continuous Domain Modulation for Subject-Driven Video Generation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Continuous%20Domain%20Modulation%20for%20Subject-Driven%20Video%20Genera.md
2606.25996,Convex Intent Calibration for Distributionally Aligned Synthetic Data Generation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Convex%20Intent%20Calibration%20for%20Distributionally%20Aligned%20Synth.md
2606.25041,Cross-Block Memory Cache for Long-Range Streaming Multimodal Foundation Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Cross-Block%20Memory%20Cache%20for%20Long-Range%20Streaming%20Multimodal.md
2606.25763,CurriculaCompose: Curriculum Learning over Spatial Compositions for Photography Guidance MLLMs,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/CurriculaCompose%20Curriculum%20Learning%20over%20Spatial%20Compositio.md
2606.24849,Cycle-consistent Layout Refinement for Structure-aware Text-to-Image Generation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Cycle-consistent%20Layout%20Refinement%20for%20Structure-aware%20Text-.md
2606.26087,Depth-Consistent Occlusion-Aware Attention for Robust Novel View Synthesis,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Depth-Consistent%20Occlusion-Aware%20Attention%20for%20Robust%20Novel%20.md
2606.26087,Epipolar Confidence-Guided Consistency for Occlusion-Robust Novel View Synthesis,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Epipolar%20Confidence-Guided%20Consistency%20for%20Occlusion-Robust%20.md
2606.26087,FlowGuard: Occlusion-Aware Flow-Guided Video Generation with Diffusion Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/FlowGuard%20Occlusion-Aware%20Flow-Guided%20Video%20Generation%20with%20.md
2606.24775,Integrated Memory Networks: Emergent Memory Synergies via Non-Modular High-Dimensional Storage,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Integrated%20Memory%20Networks%20Emergent%20Memory%20Synergies%20via%20Non.md
2606.26058,Joint-SMoG: End-to-End Joint Subject and Motion Optimization for Subject-Driven Video Generation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Joint-SMoG%20End-to-End%20Joint%20Subject%20and%20Motion%20Optimization%20.md
2606.24849,LatentRefine: Iterative Latent Layout Refinement via Cross-Attention Consistency for Structure-Aware Text-to-Image Generation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/LatentRefine%20Iterative%20Latent%20Layout%20Refinement%20via%20Cross-At.md
2606.25041,Modality-Specific Temporal Encoding and Dynamic Fusion for Streaming Multimodal Foundation Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Modality-Specific%20Temporal%20Encoding%20and%20Dynamic%20Fusion%20for%20S.md
2606.26058,Multi-Subject Identity-Decoupled Video Diffusion via Subject-Specific Cross-Attention,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Multi-Subject%20Identity-Decoupled%20Video%20Diffusion%20via%20Subject.md
2606.26087,Occlusion-Aware Correspondence via Temporal Visibility Masking for Video Diffusion Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Occlusion-Aware%20Correspondence%20via%20Temporal%20Visibility%20Maski.md
2606.25996,Self-Consistent Meta-Optimization for Synthetic Data Generation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Self-Consistent%20Meta-Optimization%20for%20Synthetic%20Data%20Generat.md
2606.25319,Self-Supervised Cross-Crop Invariance for Label-Free Visual Reasoning,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Self-Supervised%20Cross-Crop%20Invariance%20for%20Label-Free%20Visual%20.md
2606.25763,Spatial Composition Attention for Fine-Grained Refinement with Frozen Visual Encoders,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Spatial%20Composition%20Attention%20for%20Fine-Grained%20Refinement%20wi.md
2606.25763,SpatialParseMLLM: Dynamic Instruction Parsing for Compositional Spatial Reasoning,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/SpatialParseMLLM%20Dynamic%20Instruction%20Parsing%20for%20Composition.md
2606.24775,StreamConsolidate: A Benchmark for Online Adaptive Consolidation in Agent Memory Systems,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/StreamConsolidate%20A%20Benchmark%20for%20Online%20Adaptive%20Consolidat.md
2606.25996,THAD: Task-Conditional Hypernetwork for Amortized Data Generation Adaptation,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/THAD%20Task-Conditional%20Hypernetwork%20for%20Amortized%20Data%20Genera.md
2606.25473,Time-Reversed Latent Alignment for Causally Consistent Autoregressive Video Diffusion,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Time-Reversed%20Latent%20Alignment%20for%20Causally%20Consistent%20Autor.md
2606.15932,Unified Cross-modal Alignment via Contrastive Learning for Visual Diagrams and Code,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Unified%20Cross-modal%20Alignment%20via%20Contrastive%20Learning%20for%20V.md
2606.24775,Unified Memory Module: A Differentiable Architecture for Agent Memory Systems,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-25/Unified%20Memory%20Module%20A%20Differentiable%20Architecture%20for%20Agen.md
