arxiv_id,hf_paper_title,idea_github_url
2606.15659,"ImplicitGaussianHead: Topology-Free 3D Head Avatar Reconstruction via Joint Optimization of Gaussians and Implicit Surface","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/ImplicitGaussianHead%20Topology-Free%203D%20Head%20Avatar%20Reconstruc.md"
2606.15659,"Symmetry-Aware Feed-Forward Head Avatar Reconstruction from a Single Image","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Symmetry-Aware%20Feed-Forward%20Head%20Avatar%20Reconstruction%20from%20.md"
2606.15659,"FLAME-Conditioned Neural Fields for Topology-Varying Head Avatars","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/FLAME-Conditioned%20Neural%20Fields%20for%20Topology-Varying%20Head%20Av.md"
2606.18381,"StreamTree: Streaming Hierarchical Attention Propagation for Long-Document Retrieval","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/StreamTree%20Streaming%20Hierarchical%20Attention%20Propagation%20for%20.md"
2606.18508,"Self-Supervised Joint Segmentation and Topic Labeling for Atomic Retrieval Unit Extraction","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Self-Supervised%20Joint%20Segmentation%20and%20Topic%20Labeling%20for%20At.md"
2606.18508,"Meta-TopicRAG: Meta-Learning Domain-Adaptable Topic-Aware Embeddings for Retrieval-Augmented Generation","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Meta-TopicRAG%20Meta-Learning%20Domain-Adaptable%20Topic-Aware%20Emb.md"
2606.18829,"Consensus-Driven Memory Consolidation for Self-Supervised Multi-Agent Systems","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Consensus-Driven%20Memory%20Consolidation%20for%20Self-Supervised%20Mu.md"
2606.18829,"Verifiable Role Evolution via Merkleized Interaction Histories in Multi-Agent Shared Memory","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Verifiable%20Role%20Evolution%20via%20Merkleized%20Interaction%20Histori.md"
2606.18829,"Governance-Aware Eviction: Jointly Optimizing Utility, Access Control, and Forgetting in Multi-Agent Memory","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Governance-Aware%20Eviction%20Jointly%20Optimizing%20Utility%20Access%20.md"
2606.18829,"Causal Memory Dependency Graphs for Cross-Domain Consent Revocation in Multi-Agent Systems","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Causal%20Memory%20Dependency%20Graphs%20for%20Cross-Domain%20Consent%20Rev.md"
